,SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out,ArtistLower,SongLower
4073,4074,SOQTJWB12A670218FD,12546,Behind The Button-Down Mind Of Bob Newhart,ARJDWEA1187B9B676F,Bob Newhart,72.33261,10,0.492,133.721,3,0.956,Herb Philbrick - Counter Spy ( LP Version ),1961,14abda46-7ed4-4cf6-b4c6-f694166cd5f0,0.443865074984,0.372910680758,0.0,10,0.492,-12.043,1,0.308,72.333,bob newhart,herb philbrick - counter spy ( lp version )
1708,1709,SOVYKGO12AB0187199,373723,Shake A Hand,ARH4Z031187B9A71F2,Faye Adams,156.39465,8,0.569,95.957,3,0.689,Crazy Mixed Up World,1961,8f2974e0-3647-48f6-86f8-603a2c5f31ae,0.396455253917,0.299230367929,0.562,8,0.569,-18.051,1,0.495,150.634,faye adams,crazy mixed up world
8100,8101,SOLQAII12AB018312B,495041,The Incredible Kai Winding Trombones,AR3C3C01187B98E800,Kai Winding,212.92363,5,0.533,112.222,1,0.179,Doodlin',1961,d9566c72-7ad1-410f-9f26-f42ad7cebf1e,0.430538907417,0.316354000822,0.241,5,0.533,-15.237,1,0.635,206.849,kai winding,doodlin'
6023,6024,SOCSZYG12AB01871C2,373723,Shake A Hand,ARH4Z031187B9A71F2,Faye Adams,144.1171,3,0.0,110.323,3,1.0,My Greatest Desire,1961,8f2974e0-3647-48f6-86f8-603a2c5f31ae,0.396455253917,0.299230367929,0.502,3,0.0,-11.508,1,0.267,140.353,faye adams,my greatest desire
5109,5110,SOLGODL12AB017CD18,331316,Second Hand Rose,AR059HI1187B9A14D7,Roy Drusky,167.70567,10,0.887,92.851,1,0.0,Three Hearts In A Tangle,1961,56d7c456-3ffb-4384-89bf-b0024c2d9d55,0.378347968586,0.306518600038,0.514,10,0.887,-23.611,1,0.787,160.403,roy drusky,three hearts in a tangle
5676,5677,SOKYXSZ12A6D4F6E92,60587,The Loco-Motion,ARRVGAX1187FB4D745,Little Eva,145.162,3,0.655,129.781,1,0.247,The Loco-Motion,1962,531643e6-b3ba-4c7f-9d0d-f2831dc42317,0.590131051895,0.384549527936,0.148,3,0.655,-6.643,1,0.543,136.319,little eva,the loco-motion
4061,4062,SOYEKDZ12A58A7EA4F,331311,Walk On By,ARB1LM61187FB4DDF4,Leroy Van Dyke,124.52526,0,0.796,163.942,1,0.0,If A Woman Answers,1962,9eed827f-ddf8-4d55-b83b-f8d6bbbca54d,0.500506965142,0.34341317981,0.57,0,0.796,-18.57,1,0.694,114.619,leroy van dyke,if a woman answers
4519,4520,SOFDYYA12A58A78E73,609792,Girls of the 60's,ARH8VT91187FB49CA2,The Exciters,142.21016,6,0.258,89.342,4,0.976,Tell Him,1962,40a58741-1683-478c-8018-321dbd565919,0.546648693634,0.382934592518,0.235,6,0.258,-8.813,1,0.435,134.014,the exciters,tell him
992,993,SOKPBBP12A8AE49419,280752,Mario Telles,ARUI2ZJ1187FB3ACA5,Mario Telles,212.13995,2,0.854,97.34,4,0.0,Nanã,1962,11b08537-e3cb-49c7-be55-481ab173dcb0,0.236105040947,0.199368969844,0.183,2,0.854,-9.989,1,0.567,207.482,mario telles,nanã
2519,2520,SOQLNGZ12A8C1314E8,285677,Boots Randolph's Yakety Sax!,ARUF71J1187FB511C1,Boots Randolph,150.20363,0,0.826,101.485,3,1.0,Lonely Street,1963,7b10ba94-21c3-4abb-802c-fe4984817504,0.544835430923,0.331863556802,2.426,0,0.826,-11.927,1,0.672,144.126,boots randolph,lonely street
7289,7290,SOXVEFH12AB0187A2C,516619,Original Hits - Rock 'N' Roll,ARNUFGE1187B9B7881,THE CHIFFONS,129.67138,6,0.64,88.808,4,0.87,One Fine Day,1963,1e6b7643-8dac-4b0e-a8d1-4abf6211b882,0.599536501545,0.398349517122,0.131,6,0.64,-8.23,1,0.364,119.298,the chiffons,one fine day
9355,9356,SOWVTAJ12A8C13C6D5,304405,Christmas Songbook,ARZVTZN1187FB579D4,Jim Reeves,108.19873,0,0.424,95.264,4,0.372,Jingle Bells,1963,2c05faf7-5cc8-4476-9daa-d177ad75cd34,0.624252499331,0.462190104591,0.121,0,0.424,-13.323,1,0.459,104.455,jim reeves,jingle bells
1474,1475,SOOOROX12A6D4F8400,26902,60's Triple set,ARWY7I71187FB36C3D,Lesley Gore,136.48934,9,0.386,129.122,1,0.0,It's My Party,1963,7f565c58-cf5d-441b-821f-c314ddf60c99,0.606925358532,0.38910077628,0.229,9,0.386,-9.091,1,0.632,130.026,lesley gore,it's my party
9388,9389,SOEYALK12A8C143123,610227,Karaoke: 60's Star Power - Singing to the Hits,ARALP6I1187B989E27,The Shirelles,132.33587,5,0.696,116.764,4,0.765,Foolish Little Girl,1963,a8540ea0-1a74-4c22-8b70-1348a77a74a0,0.662298709656,0.379137555625,0.0,5,0.696,-11.49,1,0.588,126.851,the shirelles,foolish little girl
203,204,SOZBWGI12AB017D445,331317,The End Of The World,ARDY3451187B9A0226,Skeeter Davis,160.7571,2,1.0,148.653,4,0.0,Foggy Mountain Top,1963,fd8f6b23-480c-4605-8152-51a5e8a39dfb,0.60383916969,0.395791273774,0.112,2,1.0,-13.321,1,0.829,152.265,skeeter davis,foggy mountain top
1978,1979,SOJYYCA12A6D4F9C1F,43673,Sweet Talkin' Girls: The Best Of The Chiffons,ARNUFGE1187B9B7881,THE CHIFFONS,156.36853,4,0.35,113.431,4,0.401,When Summer's Through,1963,1e6b7643-8dac-4b0e-a8d1-4abf6211b882,0.599536501545,0.398349517122,0.363,4,0.35,-9.059,1,0.315,149.519,the chiffons,when summer's through
3711,3712,SOJAKEW12AB017D93A,650976,Sweet Sounds of Country Vol. 1,AR6GSIE1187B98C3C7,Ned Miller,131.83955,3,0.789,99.334,1,0.0,From a Jack To a King,1963,d3453ce7-2671-4b53-bcb2-aa22f2a5f1b6,0.411045134617,0.310731085333,0.347,3,0.789,-10.112,1,0.517,125.376,ned miller,from a jack to a king
6964,6965,SOYVWTC12A8C135865,284620,The Very Best Of Major Lance,ARCBYJW1187FB51FD8,Major Lance,141.42649,6,0.781,119.712,1,0.123,Come See,1963,3f8b614b-cfc5-463e-a3f1-c6efdb26b443,0.55202106219,0.363930187856,0.892,6,0.781,-9.379,1,0.595,135.308,major lance,come see
3013,3014,SOPQKMQ12AB017AF79,391906,Montreux Heat!,AR1N6N61187FB4E25E,Mongo Santamaria,428.06812,5,0.704,131.971,4,0.31,Watermelon Man,1963,915f84de-eac2-4e78-99ad-9ab6e2c50af6,0.54003774898,0.360053306539,0.0,5,0.704,-5.827,1,0.588,428.068,mongo santamaria,watermelon man
7364,7365,SOIJYGX12AB0185610,347282,Got Live if you want it!,ARFCUN31187B9AD578,The Rolling Stones,116.92363,2,0.45,173.845,1,0.0,Fortune Teller,1963,b071f9fa-14b0-4217-8e97-eb41da73f598,0.814829656133,0.735765692951,0.0,2,0.45,-6.999,1,0.211,116.924,the rolling stones,fortune teller
7137,7138,SOAYZDX12A8C13B9C1,209881,The Chiffons Absolutetly The Best!,ARNUFGE1187B9B7881,THE CHIFFONS,138.762,9,0.596,122.939,4,0.911,Did You Ever Go Steady,1963,1e6b7643-8dac-4b0e-a8d1-4abf6211b882,0.599536501545,0.398349517122,0.183,9,0.596,-6.863,1,0.594,131.506,the chiffons,did you ever go steady
854,855,SORDYIS12A6D4F64EC,77566,The Impressions,ARCT5P61187FB3D950,The Impressions,207.35955,1,0.607,121.896,4,0.507,I Found You,1963,8af64037-6d26-4d24-afd8-7e085abb01b1,0.63322062391,0.410247407476,3.477,1,0.607,-16.489,1,0.701,198.565,the impressions,i found you
9159,9160,SOHLPTB12AF72A6B20,804505,Total 60s,AR6XZ861187FB4CECD,The Beatles / Tony Sheridan,130.95138,1,0.605,159.437,1,0.0,Ain't She Sweet,1964,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,0.840409662154,0.840462688027,0.224,1,0.605,-7.455,0,0.526,127.663,the beatles / tony sheridan,ain't she sweet
4242,4243,SOFCDUZ12AB01861C6,350410,Jazz Impressions,AR1RHCO1187B9AF0BF,Vince Guaraldi Trio,242.9122,2,0.549,92.4,3,0.253,Yesterdays,1964,05b5488d-7141-4b21-819b-d4713abf2a98,0.57810362972,0.414892612437,0.252,2,0.549,-25.924,0,0.529,230.76,vince guaraldi trio,yesterdays
7114,7115,SOGRKPG12A58A7ADF7,350902,12 x 5,ARFCUN31187B9AD578,The Rolling Stones,183.17016,7,0.514,185.333,4,0.164,Around And Around,1964,b071f9fa-14b0-4217-8e97-eb41da73f598,0.814829656133,0.776037656053,0.386,7,0.514,-11.553,1,0.459,174.266,the rolling stones,around and around
3050,3051,SOABVWD12A58A7C3FF,611960,South Of The Border,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass,163.94404,5,0.62,97.52,1,0.341,Adios_ Mi Corazon,1964,012ef4f9-2d35-4000-86e5-bc761f87dab9,0.552416732219,0.481369053276,0.142,5,0.62,-14.962,1,0.228,153.681,herb alpert and the tijuana brass,adios_ mi corazon
4707,4708,SOQMSPF12AB018C5DF,665291,XL60 Remix-Jeunesse 1,ARRESZG1187B9A3FBF,Les Hou-Lops,181.86404,3,0.054,95.735,4,0.584,Quand on est amoureux,1964,46022fdf-856f-4419-8590-44374b715864,0.277900040196,0.116156134208,0.0,3,0.054,-5.144,1,0.491,175.241,les hou-lops,quand on est amoureux
8776,8777,SOQLKYX12A8C13A7AB,296910,Piano Masterpieces,ARY8LJ11187FB4019B,Floyd Cramer,117.4722,2,0.186,83.724,4,0.0,Near You,1964,a7921b29-671a-4378-8a61-539cf73d7588,0.647769063102,0.408861719526,0.293,2,0.186,-16.438,1,0.293,114.596,floyd cramer,near you
1096,1097,SOREOJO12AF72A6BB7,200695,The Very Best Of The Shangri-Las,ARAJPHH1187FB5566A,The Shangri-Las,157.85751,7,0.881,93.413,4,1.0,Bull Dog,1964,91d01e5f-252d-469d-a16a-12c613e48e5d,0.640807101964,0.418216518195,0.177,7,0.881,-7.597,1,0.725,147.76,the shangri-las,bull dog
997,998,SOBDYCT12AB0183AF5,804859,100 Love Evergreen,ARAJPHH1187FB5566A,The Shangri-Las,136.01914,10,0.218,65.771,4,0.648,Remember (Walkin' In the Sand),1964,91d01e5f-252d-469d-a16a-12c613e48e5d,0.40097896365,0.418216518195,0.921,10,0.218,-13.53,1,0.364,123.135,the shangri-las,remember (walkin' in the sand)
27,28,SODLKUO12A8C13CA35,350902,12 x 5,ARFCUN31187B9AD578,The Rolling Stones,172.72118,4,0.494,107.455,3,1.0,Time Is On My Side,1964,b071f9fa-14b0-4217-8e97-eb41da73f598,0.814829656133,0.776037656053,0.183,4,0.494,-7.343,1,0.344,164.148,the rolling stones,time is on my side
1717,1718,SOYTPEP12AB0180E7B,643400,Best of The Shangri-Las,ARAJPHH1187FB5566A,The Shangri-Las,164.80608,10,0.254,130.1,1,0.0,Twist and Shout,1964,91d01e5f-252d-469d-a16a-12c613e48e5d,0.640807101964,0.418216518195,0.0,10,0.254,-10.922,1,0.042,156.177,the shangri-las,twist and shout
4845,4846,SOLJYHM12AB0186497,459993,The Latin Side Of Vince Guaraldi,AR1RHCO1187B9AF0BF,Vince Guaraldi,201.42975,9,0.434,124.391,3,0.318,Corcovado,1964,05b5488d-7141-4b21-819b-d4713abf2a98,0.57810362972,0.414892612437,0.41,9,0.434,-18.7,0,0.449,192.435,vince guaraldi,corcovado
3627,3628,SOPQXKA12AB01861CA,350410,Jazz Impressions,AR1RHCO1187B9AF0BF,Vince Guaraldi,270.75873,5,0.143,74.255,1,0.338,Room At The Bottom,1964,05b5488d-7141-4b21-819b-d4713abf2a98,0.57810362972,0.414892612437,0.241,5,0.143,-24.669,1,0.218,264.533,vince guaraldi,room at the bottom
8326,8327,SONSCMZ12A6D4F6EE9,55322,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996,ARCHKD91187B9A0A42,The Ronettes,182.83057,2,0.879,106.671,1,0.0,(The Best Part Of) Breakin' Up,1964,393e5448-896f-43e9-b80b-4ee58e1e71a4,0.661506486748,0.533885536481,0.212,2,0.879,-6.172,1,0.803,169.929,the ronettes,(the best part of) breakin' up
8519,8520,SOECRUG12A8C134478,150921,Working Man Blues,ARE2QID1187B98FA19,Sleepy John Estes,190.27546,8,0.461,85.193,1,0.0,Lawyer Clark Blues,1965,3bef5827-7f0e-4011-8f3c-50cf29bb187e,0.519000072373,0.353035740145,0.357,8,0.461,-19.297,1,0.464,185.585,sleepy john estes,lawyer clark blues
8528,8529,SOBULMA12A6D4F8EA0,51894,Small Faces,AROCBZZ11E2835D652,Small Faces,129.90649,2,0.108,159.418,4,0.91,What'Cha Gonna Do About It,1965,,0.582238343665,0.449052575154,6.763,2,0.108,-5.84,0,0.524,122.746,small faces,what'cha gonna do about it
3260,3261,SOOCYBE12A58A7928D,499778,Brothers In Blues & Sisters In Soul,ARZH0R61187FB422AE,Fontella Bass,165.72036,11,0.0,124.369,1,0.0,Rescue Me,1965,77c1d20a-2374-42f0-8059-61d1f453d5de,0.558916244027,0.392579877755,0.0,11,0.0,-9.155,0,0.049,153.13,fontella bass,rescue me
9839,9840,SOZXBAJ12AB017F858,395259,The Best Of,AR5U94U1187FB5CDCF,John Hammond,162.71628,5,0.68,95.434,1,0.0,Big Boss Man,1965,d83e599c-2d5a-44ec-b727-587e1455b1b5,0.590692917947,0.452817837697,0.311,5,0.68,-11.726,1,0.572,148.434,john hammond,big boss man
20,21,SOYVTIL12A6D4F6BD4,30893,Gold,ARGS67J1187FB3FC1A,Righteous Brothers,190.14485,0,0.89,72.656,3,0.602,See That Girl,1965,1ac3366a-a0e9-4a55-8f6e-796fce32a3b2,0.685080489473,0.46070367445,0.21,0,0.89,-10.288,1,0.734,180.773,righteous brothers,see that girl
6720,6721,SOUDYXE12AB0183777,406395,20 Grandes Sucessos De Vinicius De Moreas,ARVEFIT12086C1686D,Vinícius de Moraes,243.53914,11,0.302,62.776,5,0.514,Minha Namorada,1965,1c01cf84-07c7-408a-b5a8-7dae0b1312fc,0.526880371691,0.348462172045,0.235,11,0.302,-17.669,0,0.243,239.549,vinícius de moraes,minha namorada
3717,3718,SOJZXAM12AB0180ED6,643400,Best of The Shangri-Las,ARAJPHH1187FB5566A,The Shangri-Las,161.48853,6,0.752,105.832,4,0.922,Out in the Streets,1965,91d01e5f-252d-469d-a16a-12c613e48e5d,0.640807101964,0.418216518195,0.0,6,0.752,-11.219,0,0.636,154.117,the shangri-las,out in the streets
1036,1037,SORKPES12A8C137BFA,145221,The Gospel Spirit,AR88F5X1187FB3EA17,Loretta Lynn,161.48853,8,0.965,79.181,3,1.0,I'd Rather Have Jesus,1965,613260c3-d620-4645-94cd-33cd55f29b1e,0.658731278303,0.410541103123,0.363,8,0.965,-13.797,1,0.824,154.285,loretta lynn,i'd rather have jesus
9152,9153,SOUQADA12AB0184E60,651236,Blues Routes Mississippi John Hurt,ARHNCQ31187B9915DC,Mississippi John Hurt,198.76526,1,0.082,111.722,5,1.0,Coffee Blues,1966,802484e0-90de-4611-9fa4-f5ef0c7727b6,0.625067009004,0.40109846477,0.0,1,0.082,-12.818,0,0.654,194.241,mississippi john hurt,coffee blues
1,2,SOGXWRE12AC468BE24,781922,Out Of Time,ARTXS851187FB411C7,Chris Farlowe,177.57995,7,0.345,146.913,1,0.0,Paint It Black,1966,6bb0bcaa-f96f-4c1a-b51d-c766db2af8ae,0.543393231433,0.338575026457,0.346,7,0.345,-11.027,0,0.59,175.078,chris farlowe,paint it black
6981,6982,SOSKOHU12AB0184001,340376,Ultimate Collection,AROCBZZ11E2835D652,Small Faces,157.46567,9,0.899,125.295,4,0.355,It's Too Late,1966,,0.582238343665,0.449052575154,0.323,9,0.899,-5.074,1,0.48,146.628,small faces,it's too late
2207,2208,SOCEZZL12A81C23CD9,275827,The Sand Pebbles,ARM0RY81187B9AF248,Jerry Goldsmith,169.1424,1,0.78,138.308,4,0.298,Main Title,1966,db403e3d-4753-45d6-8fcb-94db03e882e1,0.650726924441,0.423825663345,2.363,1,0.78,-23.815,1,0.661,156.822,jerry goldsmith,main title
4540,4541,SONLOKJ12AB0187617,350409,Aftermath (UK Version),ARFCUN31187B9AD578,The Rolling Stones,189.67465,4,0.523,132.903,1,0.0,Think,1966,b071f9fa-14b0-4217-8e97-eb41da73f598,0.814829656133,0.735765692951,0.189,4,0.523,-12.67,1,0.445,180.971,the rolling stones,think
6506,6507,SOMEAJX12A6D4F6230,25051,From The Beginning,AROCBZZ11E2835D652,Small Faces,121.73016,9,0.711,116.664,4,0.0,My Mind's Eye,1966,,0.70334828853,0.449052575154,0.218,9,0.711,-7.124,1,0.7,110.748,small faces,my mind's eye
6365,6366,SOFPCDE12A67ADF4F5,68573,Lauluja elokuvasta Rentun Ruusu,ARD5SR21187B9B5F4A,Irwin Goodman,119.06567,0,0.444,111.562,4,0.0,Raha ratkaisee,1966,078f98b2-3a90-4443-817b-440c7089b0c4,0.517480571927,0.432804310302,4.54,0,0.444,-10.854,1,0.529,115.722,irwin goodman,raha ratkaisee
5048,5049,SOAUFFQ12A8C134623,289191,Parsley_ Sage_ Rosemary And Thyme,ARIWB161187B9AA1D5,Simon & Garfunkel,182.56934,7,0.123,107.593,4,0.706,Patterns,1966,5d02f264-e225-41ff-83f7-d9b1f0b1874a,0.796493401551,0.510324986101,10.257,7,0.123,-14.299,1,0.56,179.316,simon & garfunkel,patterns
7537,7538,SOKFQSX12AB0188CEE,806430,Born A Woman,ARFLHWV1187FB4E77F,Sandy Posey,165.19791,0,0.641,149.252,4,0.0,Touch You,1966,ed682cfc-c080-46c6-baf9-2df4935db7ce,0.495518892622,0.332867170255,0.183,0,0.641,-15.15,1,0.578,158.72,sandy posey,touch you
2896,2897,SODTEMK12AF72A7210,316046,The Collection,ARIWB161187B9AA1D5,Simon & Garfunkel,138.70975,2,0.97,181.41,4,0.008,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),1966,5d02f264-e225-41ff-83f7-d9b1f0b1874a,0.593972953356,0.510324986101,0.073,2,0.97,-10.222,1,0.621,131.628,simon & garfunkel,a simple desultory philippic (or how i was robert mcnamara'd into submission)
4064,4065,SOWJALY12A6D4F837F,45175,Bluesbreakers With Eric Clapton - Deluxe Edition,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,214.69995,2,0.491,107.458,4,0.631,All Your Love,1966,4756395c-57ed-4a63-afb2-01117f14dff6,0.626803106327,0.405234690787,0.262,2,0.491,-8.441,0,0.603,207.935,john mayall & the bluesbreakers,all your love
1470,1471,SOXIATP12AAF3B2184,617077,Vanguard Visionaries,ARINEWW1187FB5577E,Perrey And Kingsley,122.64444,0,0.61,102.538,4,0.869,Spooks In Space,1966,2f3532b3-febc-4ab2-8f97-fbeebbaa1fe7,0.411421048262,0.338414818483,0.99,0,0.61,-8.541,0,0.489,109.627,perrey and kingsley,spooks in space
7652,7653,SOHDAZP12AB0185D7F,497021,The Immortal,ARHNCQ31187B9915DC,Mississippi John Hurt,238.94159,9,0.835,174.23,1,0.0,Monday Morning Blues,1967,802484e0-90de-4611-9fa4-f5ef0c7727b6,0.625067009004,0.40109846477,0.241,9,0.835,-23.977,1,0.651,230.708,mississippi john hurt,monday morning blues
8250,8251,SOVEIDU12AC9097A10,738782,Maintaining My Cool,ARLLRL61187B9B6698,The Sonics,108.14649,7,0.42,154.246,1,0.0,On The Road Again,1967,16346cf4-4d2b-40ec-8393-0fc7296d92fe,0.653340692663,0.449608088309,0.308,7,0.42,-10.173,1,0.516,99.643,the sonics,on the road again
5383,5384,SOWIMQH12A8C13BB7C,300821,The Letter/Neon Rainbow,ARMJAGH1187FB546F3,The Box Tops,148.61016,7,0.485,110.771,3,1.0,People Make The World,1967,1c78ab62-db33-4433-8d0b-7c8dcf1849c2,0.63063003759,0.417499644971,0.177,7,0.485,-12.345,1,0.667,139.952,the box tops,people make the world
3033,3034,SOAIGNB12A67020200,8476,The Motown Anthology,AR5GMAV1187FB3A8F5,Chris Clark,192.65261,10,0.253,160.011,4,0.656,If You Should Walk Away,1967,9e302028-e8aa-49de-8ac6-6e055f3c3600,0.597281477904,0.398469959909,0.212,10,0.253,-13.781,0,0.397,188.726,chris clark,if you should walk away
2450,2451,SOMGTTY12AB0185986,691036,Number Ones,AR14CJ91187FB3A994,Eddy Arnold,166.16444,11,0.292,157.779,4,0.483,Just A Little Lovin' (Will Go A Long Way),1967,1c4c789d-06af-42ef-b86c-7d6bf49c652c,0.564128950147,0.397775654323,0.99,11,0.292,-14.014,1,0.401,160.403,eddy arnold,just a little lovin' (will go a long way)
7552,7553,SOZLBPC12AB0183CEF,570420,Viva Soul,AR97HAK1187B99C7D2,The Harvey Averne Dozen,166.81751,10,0.172,92.082,1,0.275,The Think Drink Theme,1967,63fe228c-70fc-41ae-9d88-4db3d09c76b6,0.34561272505,0.267359775182,2.148,10,0.172,-15.489,1,0.113,157.6,the harvey averne dozen,the think drink theme
9937,9938,SONFECQ12AB017EFF7,340376,Ultimate Collection,AROCBZZ11E2835D652,Small Faces,172.72118,2,0.325,123.381,4,0.809,Itchycoo Park,1967,,0.582238343665,0.449052575154,0.322,2,0.325,-8.643,1,0.56,163.463,small faces,itchycoo park
9492,9493,SOIKXBJ12AC3DF8048,684352,Mexican Trip,AR9XPQF1187FB5A693,The Mystic Moods Orchestra,147.33016,0,0.894,124.508,4,0.835,Gay Ranchero,1967,2505814d-a241-4735-81e0-2331981eb79a,0.324422216758,0.169797032606,3.129,0,0.894,-21.437,1,0.479,147.33,the mystic moods orchestra,gay ranchero
5986,5987,SOFEAJC12A58A7F3AA,521576,PADLOCK ON THE BLUES,ARJ9DSA1187B990E00,John And The Bluesbreakers Mayall,304.8224,7,0.141,94.304,3,1.0,A Hard Road,1967,4756395c-57ed-4a63-afb2-01117f14dff6,0.626803106327,0.405234690787,0.212,7,0.141,-6.356,1,0.401,288.868,john and the bluesbreakers mayall,a hard road
1059,1060,SOHWHCE12A8C133385,286475,Flowers On The Wall:  The Essential Statler Brothers 1964-1969,AR3DLBB1187B98F3DF,The Statler Brothers,201.27302,10,0.0,104.068,4,0.0,Shenandoah,1967,8f0c7db9-6d1c-446b-913c-b5c6811ca6fc,0.634490512884,0.410950258432,2.403,10,0.0,-16.822,1,0.0,195.843,the statler brothers,shenandoah
3250,3251,SOWBFRD12AB017EA35,551402,Fire and Ice II - The 'Lost' Tapes,ARLLRL61187B9B6698,The Sonics,171.15383,9,0.561,163.371,3,0.719,Love Lights,1967,16346cf4-4d2b-40ec-8393-0fc7296d92fe,0.653340692663,0.449608088309,0.242,9,0.561,-14.876,0,0.455,153.919,the sonics,love lights
2984,2985,SOZLSBK12A6D4F87B8,53279,Capitol Collectors Series,ARQXM2T1187B98FF32,Sonny James,146.02404,0,0.63,144.538,4,0.903,I'll Never Find Another You,1967,df822e9b-b88e-4940-b5c9-05f8be9a2e64,0.503523666754,0.355515926642,0.462,0,0.63,-15.911,1,0.597,135.372,sonny james,i'll never find another you
8444,8445,SOXRFSL12A58A78723,360271,Francis Albert Sinatra & Antonio Carlos Jobim,ARXUCPO12086C169A4,Frank Sinatra,166.05995,9,0.481,107.597,4,0.0,Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],1967,334d914a-b3a8-4b97-ab1c-f6258116881f,0.291673534994,0.447199722004,0.442,9,0.481,-18.197,0,0.562,155.881,frank sinatra,quiet nights of quiet stars [corcovado] [the frank sinatra collection]
281,282,SOQYGKF12A6D4F77EC,756547,The Dolly Parton Classics,ARYJSY01187B9B7C65,Dolly Parton,152.45016,8,0.033,95.981,4,0.959,I'm Not Worth the Tears,1967,1d543e07-d0d2-4834-a8db-d65c50c2a856,0.707332699031,0.603876486918,0.467,8,0.033,-12.144,1,0.557,144.811,dolly parton,i'm not worth the tears
995,996,SOTMGME12AB017F79B,15426,Reach Out,ARZ8KO81187B9B1B7C,Burt Bacharach,175.882,7,0.574,115.756,3,0.592,Are You There (With Another Girl),1967,2882ffa3-dec9-4055-a842-a950728bcb02,0.606769573205,0.470790249527,0.253,7,0.574,-13.04,1,0.503,167.822,burt bacharach,are you there (with another girl)
5007,5008,SODRPTE12A58A7BE10,60341,Anthology,ARLDW2Y1187B9B544F,Tommy James And The Shondells,161.85424,0,0.659,100.191,4,0.682,I Like The Way,1967,a13c01e2-7739-4b25-af65-38e2fcb560e2,0.620392055893,0.390660522723,0.356,0,0.659,-13.961,1,0.675,151.057,tommy james and the shondells,i like the way
4868,4869,SOWPTXM12AF729D122,456702,The Piper At The Gates Of Dawn,ARD4C1I1187FB4B0C3,Pink Floyd,187.42812,4,0.832,54.398,4,0.0,Matilda Mother (Stereo) (2007 Remaster),1967,83d91898-7763-47d7-b03b-b92132375c47,0.818042044373,0.638906376718,0.647,4,0.832,-10.813,1,0.727,170.475,pink floyd,matilda mother (stereo) (2007 remaster)
9692,9693,SOCEEIT12A6D4FA16A,47189,Welthits In Gold,AR1JD6E1187FB5696C,James Last,260.12689,2,0.869,167.832,4,0.902,Games That Lovers Play,1967,0b7ee619-16ed-4e60-b871-6a2111c12b76,0.601891975303,0.38065635953,6.711,2,0.869,-13.382,1,0.669,242.875,james last,games that lovers play
9706,9707,SOAEGKR12A58A79091,295719,Ultimate Eddy Arnold,AR14CJ91187FB3A994,Eddy Arnold,128.96608,1,0.651,102.151,5,0.816,What's He Doin' In My World,1967,1c4c789d-06af-42ef-b86c-7d6bf49c652c,0.564128950147,0.397775654323,0.16,1,0.651,-11.863,1,0.579,123.356,eddy arnold,what's he doin' in my world
779,780,SOKNSOQ12A8C134AAE,262849,"Trilha Sonora Do Filme Garota De Ipanema""",ARZLS3G1187FB38347,Orquestra,87.58812,5,0.652,104.752,4,0.191,Tema Da Desilusão (Garota De Ipanema),1967,e9c5f649-3d11-4af7-bab7-0ce27371a1a8,0.481771820142,0.282491645708,2.096,5,0.652,-13.767,0,0.607,82.837,orquestra,tema da desilusão (garota de ipanema)
9870,9871,SONRSKV12AB018B6A1,586680,Oh What A Woman,ARE9SYU1187B9B9838,Jerry Reed,135.18322,5,0.205,121.371,4,0.0,Woman Shy,1967,44419ff2-0251-49ba-933b-b09733ff9adb,0.584007553139,0.40902774457,0.183,5,0.205,-13.941,1,0.217,130.827,jerry reed,woman shy
9614,9615,SOGCCFL12AB0185B8C,416757,Our Music Is Red  - With Purple Flashes,ARVSDB11187FB4270B,The Creation,147.69587,2,0.791,134.021,4,0.382,Try And Stop Me,1967,1d5d9b06-1b0b-4c40-8481-bad62e03b4ab,0.555787460558,0.354454708478,0.154,2,0.791,-9.877,1,0.545,138.873,the creation,try and stop me
6035,6036,SOETFQZ12A8C13C7DA,300821,The Letter/Neon Rainbow,ARMJAGH1187FB546F3,The Box Tops,177.3971,0,0.552,117.381,4,0.0,Neon Rainbow,1967,1c78ab62-db33-4433-8d0b-7c8dcf1849c2,0.63063003759,0.417499644971,0.171,0,0.552,-10.393,1,0.871,171.746,the box tops,neon rainbow
7279,7280,SOUAGDY12A6D4F63CF,46027,Strange Days,ARUGU0E1187B9B30F6,The Doors,186.56608,11,0.248,121.744,4,0.0,Strange Days ( LP Version ),1967,9efff43b-3b29-4082-824e-bc82f646f93d,0.87682987775,0.584116573124,0.0,11,0.248,-6.772,0,0.582,182.137,the doors,strange days ( lp version )
