SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
4729,"SOIFKVI12A8C131696",237975,"Por Siempre","ARSFVDS1187B990F14",,"",,"Tranzas",0.0,184.21506,1,0.283,75.826,7,0.876,"Un nuevo amor (version salsa)",2000,68ea1169-9464-4af1-862e-fb3ccd75e526,0.0,0.565738780413,0.369505750479,0.485,1,0.283,-6.991,1,0.439,179.45
4730,"SOCKRCU12A8C143B0C",430805,"Rum & Coke","ARXK4YK1187FB4D0C4",51.50632,"London England",-0.12714,"Dub Pistols feat. TK",0.0,264.82893,10,0.631,100.019,4,0.48,"Revitalise",2009,5483e1c0-14ca-4ec4-9b03-c4e987420e4e,0.0,0.687619666235,0.417068912495,0.712,10,0.631,-5.603,0,0.569,252.308
4731,"SOOVSAM12A81C218AF",274218,"Firehouse Rock","AR0DSOO1187B9B855E",,"",,"Wailing Souls",0.0,255.4771,9,0.204,86.752,1,0.991,"Firehouse Rock",1980,f28a0e2e-d469-4f9d-8080-f5548fc1a239,0.0,0.593262654756,0.372069058228,1.036,9,0.204,-5.788,1,0.309,247.362
4732,"SOSKAWG12A8C1359AD",781849,"Total Reggae: Island Vibes","ARNSTES1187FB4FC9B",,"London England",,"Shinehead",0.0,230.71302,10,0.181,209.649,4,1.0,"Olivia",1999,f9f9432b-a93a-4650-8e2d-46e43ba92287,0.0,0.52910279997,0.411364132146,0.223,10,0.181,-9.893,0,0.387,218.076
4733,"SOPJHMG12A6D4FA978",59803,"Album 95","ARCZ20M1187FB49687",32.77942,"Goodwill LA",-91.56123,"Tony Joe White",0.0,252.1073,2,0.041,136.621,4,0.0,"Menutha",1999,810af667-6a1f-40df-87a9-27f726cba4f3,0.0,0.624723767579,0.403509673363,0.0,2,0.041,-9.653,1,0.488,248.355
4734,"SOIYXSW12A8AE4885B",135012,"One Wintry Night","ARR6CVD1187FB3F2BF",,"",,"David Phelps",0.0,277.21098,0,0.715,83.594,4,0.779,"One King (Album Version)",0,314a851e-461f-4765-b9eb-4799f05e1584,0.0,0.589122785421,0.415949564627,0.345,0,0.715,-8.582,1,0.804,256.772
4735,"SOAESFB12A8C13573F",285187,"The Time Machine","ARSL3N21187B98DFC5",,"",,"Klaus Badelt",0.0,275.19955,2,0.039,121.667,5,0.454,"Time Travel",2002,74ba575f-3420-4d62-8e48-ac473d3c4282,0.0,0.688003348837,0.469340374259,0.0,2,0.039,-16.683,1,0.049,261.155
4736,"SOEWUBS12A6D4F8DB0",239919,"Bells / Prophecy","ARYXELS1187B9A5991",41.50471,"Cleveland OH",-81.69074,"Albert Ayler",0.0,426.00444,7,0.0,67.598,5,0.752,"Ghosts_ Second Variation",0,b2dcc67a-45f9-4b9f-8221-3da4e0d32491,0.0,0.576645316367,0.393945814097,0.0,7,0.0,-16.181,0,0.074,412.909
4737,"SOVMCUJ12A6D4F778E",24441,"20 Favorites","ARHT0B11187B993CB3",30.22032,"Lafayette LA",-92.01705,"Eddy Raven",0.0,215.40526,0,0.876,158.832,4,0.963,"Like A Hurricane",0,8e9f4070-4633-4797-b2bf-0a48713cfec7,0.0,0.464994319368,0.344721111172,0.299,0,0.876,-11.712,1,0.603,199.697
4738,"SOJELTQ12A8C1301E2",265249,"Dark Passion Play","AR74Q3R1187B9B24C3",,"Kitee Finland",,"Nightwish",0.0,834.66404,7,0.671,96.711,4,0.815,"The Poet And The Pendulum",2007,00a9f935-ba93-4fc8-a33a-993abe9c936b,0.0,0.801989215969,0.580345271378,0.328,7,0.671,-6.003,0,0.689,822.538
4739,"SOITFJA12AB01824A9",534612,"What Does It All Mean? - 1983-2006 Retrospective","ARQ30G91187B9B8C12",,"",,"Steinski",0.0,52.4273,8,0.505,110.048,4,0.114,"Silent Partner (Peace Out)",2003,900041e6-03f9-4bc3-a4cd-68452dd1ea2d,0.0,0.545364352993,0.4045752264,0.232,8,0.505,-18.604,1,0.455,52.427
4740,"SOQTOMY12AB0184AAE",798117,"O Violão Brasileiro de Turíbio Santos","AR94U5D1187B995563",,"",,"Turibio Santos",0.0,145.94567,2,0.798,105.72,1,0.0,"Dengoso",0,5b88e9ed-73ad-4225-968f-15ff0eca006d,0.0,0.273887240491,0.178275204938,0.073,2,0.798,-16.407,1,0.658,139.326
4741,"SONBAWZ12A8C135A8B",287067,"A Jazzy Wonderland","AR62YZW1187B9A22D7",,"",,"Fred Simon",0.0,228.70159,3,0.549,70.891,1,0.0,"The Christmas Song (Chestnuts Roasting On An Open Fire)",0,9d22502f-c768-4918-a68d-5080981d4ae9,0.0,0.453346220179,0.372897266929,0.086,3,0.549,-21.392,1,0.571,203.163
4742,"SOYEKDD12A6702113B",283305,"The Desert Storm Mixtape: DJ Envy Blok Party Vol. 1","AR3FE581187FB3F90A",,"Brooklyn NY",,"DJ Envy",0.0,278.38649,9,0.465,135.059,3,0.893,"Why Wouldn't I (featuring Fabolous & Paul Cain)",0,d2299099-e617-46dd-b013-ba0b4c72bc63,0.0,0.571681626575,0.54000775021,0.0,9,0.465,-3.991,1,0.338,278.386
4743,"SODPYOG12A8C136332",256771,"Ellen Disingenuous","ARU9KWP1187B98B2A7",,"",,"Busdriver",0.0,246.22975,7,0.444,136.116,4,0.0,"Ellen Disingenuous",0,ccd5bf1f-f83d-4e81-86aa-2aff85d5d6c5,0.0,0.618002714909,0.349476327198,0.0,7,0.444,-4.293,1,0.446,235.636
4744,"SOUTDGY12A8C13F17A",216163,"Best Of Buddy Miles","ARIIEQL1187FB5CE68",41.26069,"Omaha NE",-95.93995,"Buddy Miles",0.0,121.02485,7,0.539,100.573,4,0.798,"Don't Keep Me Wondering",1997,575ce447-e37e-4810-a4a2-c3a346455048,0.0,0.596349854327,0.418429597885,0.078,7,0.539,-9.391,1,0.614,121.025
4745,"SOZLDWX12AB0181A32",562806,"Maiastru Sfetnic","ARWJAQ81187FB46F73",45.75342,"Timişoara",21.22327,"Negura Bunget",0.0,620.19873,9,0.216,91.144,7,0.635,"Plecaciunea mortii",0,aeeeaab0-7262-4eef-aa80-198c98b2ba95,0.0,0.60009152369,0.475834302149,5.811,9,0.216,-5.283,1,0.233,615.648
4746,"SOSPGMD12AB0180C42",413889,"Atada","AR4O3MM1187FB3DF77",18.22328,"Puerto Rico",-66.42889,"Gisselle",0.0,268.87791,5,0.368,124.129,4,0.782,"Me Decidi",0,2edd04f0-89fa-4630-90f1-1ccaec4dc093,0.0,0.496436795914,0.29993529462,0.372,5,0.368,-4.537,1,0.369,265.509
4747,"SOLKVTJ12A6D4FC610",60041,"Local Gentry","ARQXAUH1187B9BA010",33.90698,"Chickasaw County MS",-88.95535,"Bobbie Gentry",0.0,214.96118,9,0.624,170.897,4,0.466,"Ace Insurance Man",1968,a5106366-6368-4a02-a580-73a3c02abb2f,0.0,0.582460566903,0.384798909965,0.0,9,0.624,-10.736,1,0.44,203.198
4748,"SOASRSU12AC960D99A",692418,"Little Miss Dynamite","ARGKD4W1187B990E04",33.71197,"Lithonia GA",-84.10599,"Brenda Lee",0.0,113.97179,3,0.189,117.696,1,0.0,"Ballin' the Jack",0,6ca4886a-8f77-4133-b404-46fb3908e24a,0.0,0.669371501935,0.566912407282,0.369,3,0.189,-9.67,1,0.398,110.428
4749,"SOIYUEY12AB0184151",754107,"The String Cheese Remix Project","AR4QYVC1187B99985B",,"",,"DJ Harry",0.0,495.90812,6,0.411,133.529,4,0.919,"'Round the Wheel",2001,c3b1105d-b40c-47c7-b489-e9b3f7b1e8c1,0.0,0.487077751135,0.315690276816,0.0,6,0.411,-9.706,0,0.0,495.908
4750,"SODHAHY12A58A8024A",271107,"HEP CAT BABY","AR14CJ91187FB3A994",35.52069,"Madisonville TN",-84.36354,"Eddy Arnold",0.0,159.58159,5,0.673,100.932,5,0.995,"I´m Throwing Rice",0,1c4c789d-06af-42ef-b86c-7d6bf49c652c,0.0,0.0671985276836,0.397775654323,0.251,5,0.673,-15.159,1,0.652,151.806
4751,"SOJBWKS12A8C135255",198162,"Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum","ART8F8O1187B9A538D",,"Salzburg Austria",,"Herbert  von Karajan",0.0,198.45179,5,0.345,75.377,7,0.433,"Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky)",0,d2ced2f1-6b58-47cf-ae87-5943e2ab6d99,0.0,0.668055686858,0.464152439053,0.0,5,0.345,-20.731,0,0.342,195.744
4752,"SOORKFA12AB01838BF",443355,"Aux","AR1DC0611A348EFB30",46.49,"Sudbury Ontario - Canada",-80.99001,"Statues",0.0,130.35057,11,0.075,155.958,4,0.289,"Telecommunication",0,ded4138b-aaec-4a0b-a3ce-1063ba705ec2,0.0,0.528527958582,0.335677609377,0.247,11,0.075,-8.475,0,0.329,125.707
4753,"SOLWZMY12AB0182AAD",786902,"The Things We Left Behind","ARD842G1187B997376",43.64856,"Toronto Ontario Canada",-79.38533,"Blue Rodeo",0.0,543.97342,7,0.611,99.644,1,0.052,"Million Miles",2009,6b52e1be-f27a-433c-b51a-3f2d63abc2ba,0.0,0.63642364495,0.44793548048,0.2,7,0.611,-8.249,1,0.74,494.034
4754,"SOOXMZO12A58A7D62F",230403,"Rehab","AREZBYP122C86758CC",40.99471,"Houston TX",-77.60454,"Rusted Shut",0.0,296.80281,8,0.667,102.072,7,0.786,"Borin Fuckin Town",0,,0.0,0.510394806568,0.302433565155,0.311,8,0.667,-10.374,1,0.417,292.891
4755,"SOXNPFT12AB01859DA",665484,"Suburban Empire","ARA0YAE1187B9B1D16",35.21962,"North Carolina",-80.01955,"John Brown",0.0,107.49342,6,0.905,108.176,4,1.0,"She's On That Revivalism",0,56ad0acd-c2aa-4293-a71a-eede69bd08f0,0.0,0.641525136191,0.387181941622,0.0,6,0.905,-3.682,1,0.617,102.934
4756,"SOEVMQS12A6D4F9A77",43848,"Songs For A Lifetime","ARKYI5T1187B99334F",35.21962,"North Carolina",-80.01955,"Janet Paschal",0.0,219.92444,1,0.283,105.994,4,0.606,"He'll Deliver Me",0,87d3faff-4543-4055-8068-a1116d500f65,0.0,0.382546666624,0.3351380645,0.205,1,0.283,-7.104,0,0.513,214.158
4757,"SOIOAIN12A58A7A9A5",623488,"Raditude","AR633SY1187B9AC3B9",,"",,"Weezer",0.0,228.44036,8,0.519,122.852,4,1.0,"I Don't Want To Let You Go",2009,6fe07aa5-fec0-4eca-a456-f29bff451b04,0.0,0.830884642148,0.776167742324,0.0,8,0.519,-10.571,1,0.508,218.674
4758,"SOTLZBK12A6D4F7E63",27667,"Here Come the Lords","ARTE2FL1187FB51337",,"Raleigh NC",,"Lords Of The Underground",0.0,264.69832,11,0.53,99.058,4,1.0,"Check It (Explicit)",1993,8b35342d-9501-41a2-bd95-948831e53f1f,0.0,0.604825991757,0.428162223566,0.206,11,0.53,-8.611,0,0.507,257.155
4759,"SOHNBQM12A8C13FC8E",373037,"Hadag Nahash - LIVE","ARHDLVJ11F4C84797A",,"",,"Hadag Nahash",0.0,216.92036,8,0.699,187.893,1,0.557,"Aff E'chad (Nobody) (Live)",0,ba208714-3698-4013-9e9e-3e76f565c0cf,0.0,0.4807083178,0.396070904679,0.0,8,0.699,-3.956,0,0.473,216.92
4760,"SOKTJKI12A8C143254",372523,"Talento De Barrio","ARBNXYA1187FB51C50",18.22328,"Puerto Rico",-66.42889,"Daddy Yankee",0.0,239.882,4,0.594,195.985,4,0.971,"Llamado De Emergencia",2008,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,0.0,0.90898429564,0.562506672289,0.16,4,0.594,-4.335,0,0.332,234.696
4761,"SOGRYWN12AB018C335",755756,"Une petite pause","ARDDHGI126E2B3AA76",,"",,"Pascal Sangla",0.0,333.76608,4,0.446,89.977,4,0.295,"Assis par terre",2010,8a2c0c47-14de-44c0-9d81-a12a59cf5808,0.0,0.464481281541,0.0,0.503,4,0.446,-10.621,1,0.49,330.275
4762,"SOYFDYC12A6D4F921D",42205,"Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile","ARPATQ21187B9ACAFC",53.4796,"Manchester England",-2.24881,"Happy Mondays",0.0,156.682,11,0.037,129.282,1,0.0,"Olive Oil",1987,01f4fb92-6bf0-4de5-83dc-3fe194e763bf,0.0,0.682101281711,0.424108277416,0.0,11,0.037,-13.229,1,0.187,149.966
4763,"SOPNTAR12A6D4F7B7D",160699,"Rock For Light","AR7Y6JX1187FB4D9B3",,"Washington D.C.",,"Bad Brains",0.0,136.38485,5,0.0,127.157,4,0.0,"At The Movies (1991 Digital Remaster)",1983,e919b253-da5b-4aae-a444-6a368376a2d6,0.0,0.726298027446,0.555414575816,0.0,5,0.0,-9.233,0,0.0,131.338
4764,"SONGUIH12A6D4F9274",673371,"Handel Edition Volume 4 - Samson_ Messiah & Arias from Rinaldo_ Serse etc","AR3AIEI1187B992D8D",54.31392,"Great Britain / UK",-2.23218,"Marilyn Horne",0.0,144.06485,5,0.452,95.469,4,0.448,"Agrippina : Act 3 "Bel piacere è godere fido amor!" [Poppea]",0,471087d4-3438-4f55-bb37-89cfe042b300,0.0,0.445858670853,0.312044455676,0.0,5,0.452,-23.045,1,0.464,136.673
4765,"SOHUMGO12A58A7C8F5",31199,"WHAT THE WORLD NEEDS NOW IS BURT","ARODFDS1187FB57348",,"Niteroi Brazil",,"Sergio Mendes",0.0,152.29342,4,0.645,130.892,4,0.336,"Don't Go Breaking My Heart (LP Version)",0,6bf591c4-b050-478e-9d9f-167394d66c90,0.0,0.649086012914,0.492781167979,0.334,4,0.645,-13.205,0,0.526,144.637
4766,"SOVLVKM12AF72A05AC",317615,"Shogun","ARJBWQI1187B9B17D1",,"Orlando FL",,"Trivium",0.0,352.02567,4,0.414,141.813,4,0.405,"Into The Mouth Of Hell We March [Explicit]",2008,1f5ff245-2837-4d4a-a609-e93e544478c3,0.0,0.847754656073,0.494206855302,0.102,4,0.414,-3.18,0,0.331,337.473
4767,"SOECLAD12AAF3B120A",483633,"Room For Squares","ARZENOX1187B98A645",,"Calcutta India",,"John Mayer",0.0,321.09669,9,0.605,126.711,3,1.0,"St. Patrick's Day",0,8a81edd9-6f62-4ac7-afee-17dc0fec5fe7,0.0,0.837947909189,0.787679354478,0.218,9,0.605,-7.04,1,0.707,313.951
4768,"SOHYCFT12AB0189B7F",715497,"Färger","AR4W2E01187FB416AC",43.64856,"Toronto Ontario Canada",-79.38533,"Saga",0.0,243.61751,2,0.394,74.811,1,0.678,"Thank You",0,f75cbb81-e419-4146-9eed-d6fa69a5a267,0.0,0.631336504211,0.440056503416,2.252,2,0.394,-20.491,1,0.466,230.011
4769,"SOLXXRJ12A6D4F7260",29744,"20/20","AR0CANF1187B9AF35F",34.05349,"Los Angeles California",-118.24532,"Dilated Peoples Featuring Capleton",0.0,311.06567,2,0.126,158.327,4,1.0,"Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton)",2006,c71abd83-9d66-4c7b-9f0d-c9c36e85a955,0.0,0.804838888827,0.457841156094,0.142,2,0.126,-4.08,1,0.221,300.617
4770,"SOAMOSF12A8C13DCBC",255683,"Drive","ARFRKCM1187B99A041",35.33204,"Shawnee OK",-96.92483,"Jamie Richards",0.0,244.29669,2,0.374,117.993,4,0.388,"Any Way You Want Me To",0,19fcd521-998a-4ff3-85df-a2199001cd4c,0.0,0.513832781032,0.387225176277,0.0,2,0.374,-7.625,1,0.587,227.196
4771,"SOYWKEZ12AB0185F3B",718902,"Back To My Place Baby  Seductive Soul","AROBQ0B1187FB404F6",30.42084,"Pensacola FL",-87.21724,"Walter Jackson",0.0,269.00853,0,0.718,158.857,4,0.012,"Its Cool",0,f1e23fa9-87f0-44ed-a46d-c91f72a9bbd8,0.0,0.437193776939,0.316155987397,0.293,0,0.718,-9.903,0,0.767,260.064
4772,"SODEFJQ12AB0185C52",713033,"Virgen De La Caridad","AR7BPLI1187FB4A306",37.77916,"California - SF",-122.42005,"Anthony Blea Y Su Charanga",0.0,459.28444,11,0.179,200.826,4,0.0,"Tumba Randy",2004,491421c9-5f13-4fbd-96a5-b749ac98a2a4,0.0,0.363237122476,0.215014649855,0.339,11,0.179,-5.434,0,0.333,454.473
4773,"SOFODDW12AB0182616",747102,"Walking After Midnight","ARA7YDA1187B9A5776",,"Gore VA",,"Patsy Cline",0.0,146.88608,9,0.719,93.618,4,0.0,"Stop The World And Let Me Off",0,ad82dd72-0df3-4a09-8d7a-1af9c9e80522,0.0,0.656728903248,0.468511466476,0.241,9,0.719,-12.495,1,0.513,142.211
4774,"SOYFAOH12AB017D723",630647,"That's Amore (The Best Of Classic Lovesongs From Old 50s)","ARKFSDP119B8668F25",,"",,"Elizete Cardoso",0.0,206.47138,2,0.422,52.054,4,0.993,"Chega De Sausade",0,324c58e5-8935-4394-8602-c57a3731036d,0.0,0.378150445822,0.312862907413,0.281,2,0.422,-14.645,1,0.337,206.471
4775,"SOWIBYR12AB017EB19",540802,"Voyagers","AREJ5K11187B993F5F",,"",,"R. Carlos Nakai",0.0,177.31873,7,0.396,102.02,3,0.434,"Voyagers - Improvisation 12",0,3c050ada-9db8-4e87-86fb-11c5294f9711,0.0,0.577276089132,0.376939984442,0.484,7,0.396,-26.675,0,0.408,162.331
4776,"SOASQPW12AB01888D6",805242,"Music To Driveby","ARLSGOL1187FB51164",,"Compton CA",,"CMW - Compton's Most Wanted",0.0,217.62567,8,0.059,93.951,4,0.716,"This Is A Gang",1992,7bd7a6aa-9aea-463d-989e-3fb24c3b0c2a,0.0,0.574383744034,0.372959581793,0.066,8,0.059,-11.36,0,0.426,198.571
4777,"SOSRWME12A6D4FB7DE",226927,"Believe It!","AR1IY3B1187B98B384",39.73926,"Brooklyn NY",-89.50409,"Joanna Connor",0.0,238.39302,7,0.658,106.719,3,0.438,"Playing In The Dirt",0,c02ca344-39b4-44a9-b6bd-d1dbe0821804,0.0,0.479218000911,0.332856514457,0.072,7,0.658,-13.202,1,0.591,229.994
4778,"SOJSKKY12A8C134B10",291359,"Safari Croisière","AREHMUC1187B98B91B",,"",,"Java",0.0,190.69342,7,0.542,89.689,4,0.609,"Cendrier",0,eed40f68-fb41-41c9-81f4-df9db9968146,0.0,0.625157654058,0.35975724385,0.0,7,0.542,-6.371,1,0.553,187.548
4779,"SOMNYPH12AB017F456",590900,"Eclipse","AREHCPX1187FB3C859",,"",,"Walter Ego",0.0,535.45751,10,0.792,124.136,1,0.928,"Purple Pygmies",1998,655ae431-f447-4663-85ac-872142278bb7,0.0,0.477528763,0.304880575737,0.0,10,0.792,-10.44,0,0.704,535.458
4780,"SOOGZTT12AB018A256",562622,"Jaane Maryam - Persian Music","ARMTTWG11F4C83E6AE",,"",,"Mohammad Nouri",0.0,273.94567,4,0.546,168.527,4,1.0,"Nastaran",0,,0.0,0.268210004648,0.366502174186,2.055,4,0.546,-15.689,1,0.552,269.334
4781,"SOAWJZF12A6D4F7DE1",22723,"Verdi - La Traviata (Highlights)","ARK7ZPW1187B99C170",40.71455,"New York NY",-74.00712,"Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini",0.0,112.14322,11,0.094,96.775,5,0.736,"La Traviata - highlights (1990 Digital Remaster): Ah_ non più (Alfredo/Violetta)",0,9dee40b2-25ad-404c-9c9a-139feffd4b57,0.0,0.612858654108,0.360344685914,2.229,11,0.094,-20.02,1,0.438,112.143
4782,"SOBUVHE12A8C1408D0",167910,"Sessiz  Bir Kelebegin Rüyalari Ve Danslari","ARQ94H11187FB533BD",,"",,"Tayfun",0.0,343.50975,3,0.161,84.619,3,0.349,"Gözlerinde Hüzün",0,e07b053c-16f0-49fe-b468-8a886fd3f2be,0.0,0.474239821125,0.317626856919,0.833,3,0.161,-12.078,0,0.432,311.978
4783,"SOZMHGF12AB017E01C",538259,"Music To My Ears_ A Collection of Music for Children of All Ages - Fauré_ Chopin_ Saint-Saëns_ Schumann_ Borodin_ Bach_ etc","AR57WGF1187FB41F11",,"",,"Alan Feinberg",0.0,155.19302,11,0.464,70.1,3,0.737,"Menuet in the Name of Haydn",0,1fb79c72-dafa-410a-902d-29cb51433bf6,0.0,0.283352898365,0.251815622284,1.026,11,0.464,-28.327,0,0.539,136.29
4784,"SOVYUWD12A5891E85F",530245,"Butterfly Dawn","ARIQ7ZV1187B9916C6",51.50632,"London England",-0.12714,"Loop Guru",0.0,521.9522,5,0.551,95.321,1,0.364,"Climax",0,375d23d9-d767-4a8e-bd0c-9fae1e26e51e,0.0,0.569359905962,0.352870871463,0.183,5,0.551,-5.666,0,0.333,501.272
4785,"SOUBTXD12A8C141B4E",475792,"Flame In My Heart","ARYPRAG11F50C48C62",,"",,"Checkers",0.0,159.18975,2,0.138,156.868,4,0.789,"Can't Find My Sadie",0,19f5f292-b684-4bb4-8301-0b8fc7c2cecc,0.0,0.454122840462,0.330300583827,0.0,2,0.138,-13.08,0,0.554,152.805
4786,"SOWIMLB12AC468D1F3",695158,"Murskapunkkia","ARKPDBH1242077DEB1",,"",,"Murskahumppa",0.0,61.98812,9,0.501,148.57,1,0.0,"Mikä mun päässä nykii",0,,0.0,0.435889847088,0.268037839631,0.0,9,0.501,-8.216,1,0.442,61.988
4787,"SOCYRFO12AB018367B",517748,"68/98","ARIRAVN11F4C842412",,"",,"Los Nakos",0.0,131.02975,0,0.656,108.787,1,0.386,"Las Hermanas Granaditas",0,,0.0,0.370715728426,0.241545818363,0.119,0,0.656,-15.416,1,0.591,124.204
4788,"SOLLVWH12A6D4FAA5A",124304,"Nobiltà di strada","ARJ5BEW1187FB52361",,"",,"Inoki",0.0,75.93751,4,0.536,98.533,3,0.801,"Parola di faliero",0,de885e5b-284d-4dac-954c-48c7d7e2ebe5,0.0,0.548022399066,0.440134712015,0.0,4,0.536,-3.148,1,0.531,71.459
4789,"SOOJJYM12A8C144778",477076,"Sjansons patinées","ARVXRAV125FEF32482",,"",,"Didier François",0.0,183.19628,2,0.005,160.343,4,0.0,"Dans cette nuit j'ai envie de me perdre",0,e91c7059-1cfc-4bc3-b0c5-cfb1d6dbd735,0.0,0.255110452017,0.0,0.949,2,0.005,-15.665,0,0.14,175.026
4790,"SOYQDMK12A58A799E3",659425,"Sunshine","ARU4JBP1187B99263F",,"",,"Liquid Gang",0.0,197.98159,4,0.557,115.861,4,1.0,"I Applaud You  (LP Version)",0,9c347bf2-6c29-419e-85b6-43bf95f7229f,0.0,0.426723679109,0.332737197577,2.717,4,0.557,-5.727,0,0.594,181.975
4791,"SOGMCVY12A8C13584C",246583,"Humid Teenage Mediocrity","ARN2C4X1187B9B363C",26.12367,"Ft. Lauderdale FLORIDA",-80.14356,"Jack Off Jill",0.0,137.9522,6,0.204,156.804,4,0.635,"Yellow Brick Road",1994,7e870dd5-2667-454b-9fcf-a132dd8071f1,0.0,0.691956473143,0.460389582311,3.32,6,0.204,-11.877,0,0.348,133.3
4792,"SONTEEZ12A8C13EC73",122919,"Obsession","ARVUQIC1187B9A7C66",,"",,"Hevia",0.0,280.2673,8,0.716,93.037,4,0.712,"Albo",2007,b264fc6e-bebc-47c2-a519-1ce8cb53279c,0.0,0.619530991124,0.354369615807,0.0,8,0.716,-4.936,1,0.692,270.205
4793,"SOPBMDJ12A67AD8666",67520,"Port Of Miami","ARNAIMI1187FB5733C",,"Miami",,"Rick Ross / Carol City Cartel",0.0,227.57832,6,0.004,95.585,4,0.948,"It Ain't A Problem",0,3813b7cf-5550-42bb-a23f-3d6977f7943e,0.0,0.852569497907,0.701404765804,0.09,6,0.004,-6.404,1,0.116,222.732
4794,"SOWRPTG12AAF3B1C29",323477,"Hypnotic","ARIF3EV1187B9B8522",43.00029,"Wyoming",-107.55405,"Paul Taylor",0.0,266.9971,5,0.247,126.649,5,0.79,"Dream State",0,f3c61305-2b53-4d29-991b-1af1556e191a,0.0,0.664690938937,0.429261029065,0.357,5,0.247,-6.514,1,0.206,261.462
4795,"SOFNUGC12A6BD530ED",72043,"J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos","ARN8NCB1187FB49652",46.20835,"Geneva Switzerland",6.1427,"Lionel Rogg",0.0,394.23955,0,0.608,106.479,1,0.0,"Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement",0,90e17964-b04a-4c37-b952-3c9dfc16c430,0.0,0.320855383197,0.291271029996,4.986,0,0.608,-16.536,1,0.75,385.683
4796,"SOEMMUW12A58A77F60",509390,"20 Secretos de Amor - Palito Ortega","AR3UYDN1187B99DCA3",,"",,"Palito Ortega",0.0,134.3473,9,0.822,103.755,1,0.0,"Te Fuiste En Abril",0,f2054773-70d6-47fe-923b-62585ba97fee,0.0,0.455087591331,0.360163491409,0.0,9,0.822,-9.182,1,0.649,126.491
4797,"SOJHOTE12AB018B253",724918,"The Green Ghost Project (Clean)","ARYGXKQ11E2835CE3B",,"New York NY [Queens]",,"Styles P & The Evil Genius DJ Green Lantern",0.0,235.04934,7,0.131,167.873,4,0.32,"Shadows",0,6c81c5d0-5159-4be8-b774-aa8397ed5a93,0.0,0.743792497642,0.472670741053,0.0,7,0.131,-9.338,1,0.334,230.121
4798,"SOBJZRJ12A8C13EB0C",257781,"A Greater Vision Christmas","ARC28SN1187B989049",,"United States",,"Greater Vision",0.0,113.42322,0,0.0,184.529,3,1.0,"Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra)",0,1ca94c18-d652-4b25-b169-0611421c7fcc,0.0,0.476968970542,0.358285252181,0.345,0,0.0,-11.326,0,0.0,105.244
4799,"SODKDRR12AB0186636",467076,"Leroy Hutson Selected Hits Vol. 2","ARVML4B1187FB52324",40.73197,"Newark NJ",-74.17418,"Leroy Hutson",0.0,228.49261,10,0.802,151.064,4,0.684,"Never Know What You Can Do (Give It A Try) - Original",0,410b8630-2fd5-4368-8a5b-dbc5e82f6b1c,0.0,0.530355667875,0.397179042592,0.183,10,0.802,-13.525,0,0.724,217.577
4800,"SOWPPKS12AB018E2F5",808040,"Urban Renewal Program - Supplement 1.5","AR6F6I21187FB5A3AA",,"",,"Aesop Rock",0.0,243.56526,7,0.376,102.429,4,0.591,"Train Buffer",2002,aba64937-3334-4c65-90a1-4e6b9d4d7ada,0.0,0.83453858559,0.477310881067,0.0,7,0.376,-5.683,1,0.403,243.565
4801,"SOKUTVW12A6310D81B",309106,"The 18th Letter","AR8B1WY1187FB38366",,"Long Island NY",,"Rakim",0.0,19.12118,5,0.0,45.554,1,0.0,"Skit",1997,2792b097-0b1d-4c50-97f6-f7f097f86438,0.0,0.701260700538,0.418894704702,0.299,5,0.0,-18.83,1,0.0,19.121
4802,"SOHMAOS12A8C134A75",287798,"John Williams Plays the Movies","AR039B11187B9B30D0",,"NEW YORK New York",,"John Williams",0.0,268.90404,4,0.852,138.63,4,0.065,"Everything I Do from Robin Hood",0,fb9719bf-c477-4223-b319-986eb4168a91,0.0,0.705287678078,0.517298018026,0.353,4,0.852,-15.519,1,0.785,253.875
4803,"SOACUIU12A6D4F715B",28252,"Duty Now For The Future/New Traditionalists","ARYML1P1187B9AF39B",,"Georgia",,"Devo",0.0,205.50485,6,0.393,94.48,4,1.0,"Going Under",1981,d2db1078-c170-4e22-b261-14f3ad60a690,0.0,0.707839968442,0.532445870959,0.154,6,0.393,-16.619,0,0.546,202.838
